#test_type,lmi,pmi,freq,condition
fastText,0.0884925276327895,0.011991437932473106,0.08783642924506292,0.011991437932473106
ESIM,0.09121579245149172,0.01616743748942288,0.0827940133718004,0.01616743748942288
BERT,0.02644952753494604,0.009352617904937419,0.025848218055619203,0.009352617904937419
roBERTa,0.04227087312831297,0.010800130844765408,0.050852396866947924,0.010800130844765408
