#test_type,lmi,pmi,freq,condition
fastText,0.006011621391034544,0.004703249898718599,0.006018847292355173,0.004703249898718599
ESIM,0.009622957060444198,0.00518814486397873,0.009514547536582142,0.00518814486397873
BERT,0.00616536122588578,0.004971973627436801,0.006305782957397958,0.004971973627436801
roBERTa,0.004380322847288577,0.0029644758179218312,0.004661089653248892,0.0029644758179218312
