#test_type,lmi,pmi,freq,condition
fastText,0.011314085588621844,0.021517317062363456,0.011314085588621844,0.021517317062363456
ESIM,0.009295068951615509,0.018117572301106402,0.009295068951615509,0.018117572301106402
BERT,0.008511592800640944,0.008362084357215634,0.008511592800640944,0.008362084357215634
roBERTa,0.0685902778548397,0.046897349670487705,0.0685902778548397,0.046897349670487705
