#test_type,lmi,pmi,freq,condition
fastText,0.05771465073094003,0.025543480929867163,0.04689318916874401,0.025543480929867163
ESIM,0.02767228117610513,0.02259541744716275,0.02628774727078006,0.02259541744716275
BERT,0.016968728490988103,0.01396954474925409,0.016763045147187967,0.01396954474925409
roBERTa,0.025958685642209413,0.025248864176315316,0.02358619628923675,0.025248864176315316
