#test_type,lmi,pmi,freq,condition
fastText,0.013494910240201496,0.011305333086972121,0.013494910240201496,0.011305333086972121
ESIM,0.008526689986510204,0.0075603991139445315,0.008526689986510204,0.0075603991139445315
BERT,0.03226723737234478,0.012568786698892557,0.03226723737234478,0.012568786698892557
roBERTa,0.012745361400302324,0.009582238897886562,0.012745361400302324,0.009582238897886562
