#test_type,lmi,pmi,freq,condition
fastText,0.06545333856866695,0.0007366991877970326,0.06547828356168135,0.0004480771639640028
ESIM,0.05562565380139313,0.0008098349345464712,0.05565633978035432,0.000438711108099438
BERT,0.09057582681725282,0.000726752897387862,0.09057972455497816,0.00047105519949954065
roBERTa,0.07970906064208347,0.0007277030512981414,0.07972734062867734,0.00044813519241039703
