CBCF	13.8501 	17.9804 	5.9877 
STAN	15.3788 	17.7282 	4.8253 
GRU4Rec	19.2910 	22.6348 	6.5037 
SASRec	20.9411 	24.5949 	6.8202 
SRGNN	18.5457 	21.3273 	6.2192 
SGNNHN	22.1675 	24.6066 	6.7781 
STAMP	21.0113 	24.5470 	7.0780 
Ours	27.6301 	30.3236 	9.3679 
