CBCF	13.5750 	18.1426 	6.0347 
STAN	15.3844 	18.0213 	5.6846 
GRU4Rec	19.6996 	22.5251 	6.5061 
SASRec	20.8877 	24.6503 	6.8173 
SRGNN	20.3214 	22.4913 	6.4332 
SGNNHN	22.2931 	24.5890 	7.0345 
STAMP	22.3284 	24.3196 	7.1138 
Ours	27.5200 	30.5424 	9.3792 
