CBCF	5.9963 	8.4151 	2.1606 
STAN	8.2729 	10.5939 	2.5057 
GRU4Rec	9.5200 	11.2791 	2.6000 
SASRec	9.5718 	11.6587 	2.7361 
SRGNN	9.6338 	11.4142 	2.7908 
SGNNHN	10.5009 	11.4815 	2.3810 
STAMP	10.4447 	12.9081 	2.9540 
Ours	13.4152 	16.8357 	4.1167 


