CBCF	5.9441 	8.4505 	2.1667 
STAN	8.2745 	10.6978 	2.7191 
GRU4Rec	9.6184 	11.2518 	2.6004 
SASRec	9.5606 	11.6712 	2.7356 
SRGNN	10.0918 	11.7394 	2.8331 
SGNNHN	10.5290 	11.4776 	2.4119 
STAMP	10.7602 	12.8450 	2.9602 
Ours	13.3892 	16.9029 	4.1188 
