1	2405102	5011572	7446610	9772820
2	7940126	17525980	25509768	32724863
3	9015490	18767422	26822636	34054884
4	9300330	18793700	26832511	34060997
5	9383526	18795374	26834689	34062488
6	9415143	18797675	26835755	34063794
7	9428734	18798383	26836554	34066283
8	9436134	18799168	26837164	34067392
9	9442413	18799591	26838981	34068190
10	9446227	18799923	26839707	34068906
11	9449272	18800253	26840344	34069807
12	9452271	18800491	26840803	34070755
13	9454572	18800785	26841233	34071365
14	9456504	18801426	26841663	34071808
15	9458234	18801904	26842078	34072352
16	9459715	18802245	26842503	34072864
17	9461144	18802446	26842878	34073591
18	9462810	18802640	26843226	34073933
19	9464050	18802854	26843462	34074322
20	9465259	18803066	26843821	34074609
21	9466197	18803225	26844140	34074968
22	9467198	18803443	26844396	34075201
23	9468336	18803599	26844569	34075462
24	9469245	18803810	26844847	34075827
25	9469993	18803990	26845039	34075973
26	9470759	18804178	26845235	34076348
27	9471709	18804330	26845590	34076442
28	9472454	18804417	26845745	.
29	9473548	18804535	26845940	.
30	9474228	18804662	26846129	.
31	9474700	18804790	26846242	.
32	9475373	18804952	26846397	.
33	9476081	18805078	26846544	.
34	9476558	18805216	.	.
35	9476989	18805308	.	.
36	9477358	18805442	.	.
37	9477847	18805554	.	.
38	9478273	18805648	.	.
39	9478615	18805755	.	.
40	9478940	18805835	.	.
41	9479399	.	.	.
42	9479768	.	.	.
43	9480357	.	.	.
44	9480684	.	.	.
45	9480948	.	.	.
46	9481573	.	.	.
47	9481891	.	.	.
48	9482138	.	.	.
49	9482413	.	.	.
50	9482631	.	.	.
51	9482843	.	.	.
52	9483038	.	.	.
53	9483230	.	.	.
54	9483457	.	.	.
55	9483647	.	.	.
56	9483969	.	.	.
57	9484146	.	.	.
58	9484387	.	.	.
59	9484540	.	.	.
60	9484788	.	.	.
61	9485255	.	.	.
62	9485383	.	.	.
63	9485515	.	.	.
64	9485625	.	.	.
65	9485760	.	.	.
66	9485892	.	.	.
67	9486185	.	.	.
68	9486286	.	.	.
69	9486412	.	.	.
70	9486537	.	.	.
71	9486686	.	.	.
72	9486769	.	.	.
73	9486861	.	.	.
74	9486981	.	.	.
75	9487067	.	.	.
76	9487154	.	.	.
77	9487238	.	.	.
78	9487320	.	.	.
79	9487451	.	.	.
80	9487559	.	.	.
81	9487636	.	.	.
82	9487719	.	.	.
83	9487793	.	.	.
84	9487850	.	.	.
85	9487909	.	.	.
86	9487978	.	.	.
87	9488045	.	.	.
88	9488114	.	.	.
89	9488175	.	.	.
90	9488221	.	.	.
91	9488306	.	.	.
92	9488371	.	.	.
93	9488416	.	.	.
94	9488473	.	.	.
95	9488533	.	.	.
96	9488597	.	.	.
97	9488647	.	.	.
98	9488686	.	.	.
99	9488728	.	.	.
100	9488782	.	.	.
101	9488881	.	.	.
102	9488922	.	.	.
103	9488965	.	.	.
104	9489011	.	.	.
105	9489069	.	.	.
106	9489107	.	.	.
107	9489131	.	.	.
108	9489165	.	.	.
109	9489208	.	.	.
110	9489239	.	.	.
111	9489286	.	.	.
112	9489322	.	.	.
113	9489362	.	.	.
