1	3.46493213894468	5.88953015336863	8.798339643
2	4.93749269673179	11.7676671900676	13.0897572713
3	5.92299743929158	18.1036651725397	17.220448165
4	6.6770794641227	27.447446416834	21.706235133
5	7.35781829012233	40.4619480052949	26.9557137712251
6	7.98159152820887	53.6879343573124	31.9290217819974
7	8.52846120595216	64.7285781769217	37.9531932581705
8	8.98347387712251	74.7979586543728	43.6743074128172
9	9.37653646156655	84.2592314314406	48.4128475625342
10	9.78597665692898	93.5011866852291	52.9409959147343
