Metrics	CF	GCF	W3	STM	EFM	GEFM	SAR
#=====================
Precision@5	0.00186022477716057	0.00191189768763725	0.00198940705335228	0.000129182276191707	0.00235111742668905	0.00255780906859578	0.00795762821340916
Precision@10	0.00286784653145589	0.00302286526288594	0.00165353313525384	0.000155018731430048	0.0022865262885932	0.00242862679240408	0.00691125177625636
