Metrics	CF	GCF	W3	STM	EFM	GEFM	SAR
#=====================
Precision@5	0.00293461673905389	0.00321633994600307	0.00365046771617613	3.24701680331196E-05	0.0044069385841538	0.00489407898597504	0.00708878586937393
Precision@10	0.00324568611339362	0.00350393238643037	0.00351357517681955	1.62350840165598E-05	0.00449484294421003	0.0046065371750484	0.00614400563347212
