0.8	1.96951439732143	1.41653113839286	3.94888649553571
1.6	3.99042879464286	2.13039408482143	6.11753738839286
2.4	6.70841551339286	2.55154330357143	7.73370122767857
3.2	9.92271004464286	2.93919040178571	8.89001741071429
4.0	13.7676114955357	3.34136004464286	9.85993895089286
4.8	16.6643393973214	3.73234854910714	10.8041893973214
5.6	20.1911555803571	4.19373705357143	11.8767954241071
6.4	23.5168765625	4.39257700892857	12.871271875
7.2	26.6794949776786	4.67744665178571	13.5733209821429
8	29.9404318080357	4.87072254464286	13.9795941964286
