1	273088
2	72120
3	33433
4	20079
5	14552
6	9912
7	7396
8	5564
9	4449
10	3500
11	3034
12	2546
13	2227
14	1796
15	1528
16	1437
17	1230
18	1130
19	1052
20	916
21	837
22	776
23	676
24	646
25	583
26	504
27	479
28	440
29	441
30	392
31	351
32	364
33	352
34	320
35	270
36	265
37	268
38	259
39	220
40	226
41	221
42	206
43	173
44	176
45	172
46	181
47	171
48	155
49	138
50	134
51	137
52	126
53	113
54	113
55	103
56	90
57	97
58	100
59	112
60	83
61	99
62	95
63	111
64	77
65	78
66	70
67	75
68	63
69	66
70	63
71	72
72	62
73	49
74	55
75	64
76	64
77	48
78	50
79	50
80	35
81	46
82	43
83	40
84	44
85	40
86	41
87	38
88	47
89	40
90	42
91	32
92	34
93	27
94	35
95	29
96	39
97	31
98	32
99	28
100	20
101	27
102	35
103	26
104	26
105	36
106	15
107	28
108	31
109	31
110	30
111	22
112	27
113	22
114	23
115	21
116	22
117	19
118	25
119	21
120	26
121	18
122	20
123	23
124	17
125	16
126	20
127	19
128	18
129	17
130	16
131	13
132	11
133	10
134	14
135	14
136	17
137	13
138	10
139	16
140	6
141	15
142	18
143	13
144	12
145	14
146	14
147	12
148	10
149	11
150	10
151	6
152	8
153	17
154	13
155	10
156	10
157	7
158	11
159	14
160	13
161	8
162	11
163	11
164	14
165	11
166	9
167	11
168	8
169	12
170	10
171	6
172	4
173	9
174	11
175	5
176	5
177	7
178	5
179	7
180	6
181	7
182	9
183	6
184	13
185	8
186	8
187	4
188	10
189	7
190	5
191	6
192	8
193	8
194	2
195	2
196	4
197	5
198	9
199	4
200	6
201	3
202	6
203	9
204	8
205	4
206	4
207	10
208	8
209	3
210	3
211	4
212	5
213	9
214	5
215	4
216	2
217	8
218	6
219	5
220	1
221	5
222	4
223	1
224	4
225	2
226	5
227	5
228	3
229	2
230	2
231	2
232	7
233	4
234	9
235	2
236	6
237	4
238	2
239	3
240	4
241	2
242	7
243	1
244	1
245	4
246	4
248	2
249	2
250	3
251	6
252	3
253	2
254	4
255	3
256	3
259	6
260	2
261	3
262	1
263	3
264	1
265	3
266	2
267	6
268	3
269	2
270	3
271	1
272	2
273	2
274	2
275	1
277	2
279	1
280	2
281	4
282	4
283	2
284	4
285	2
286	4
287	2
288	2
289	1
291	2
292	1
293	1
294	4
295	1
296	2
297	1
298	1
300	3
302	1
303	2
304	1
305	2
306	5
307	3
308	2
309	2
311	1
313	2
314	4
315	2
316	1
317	1
320	1
321	1
322	2
323	1
324	1
325	4
327	2
328	4
329	1
330	2
331	1
332	1
333	1
336	1
337	1
338	3
340	1
341	3
342	3
343	3
344	1
346	2
347	2
351	1
352	1
354	2
356	1
357	2
358	1
359	2
360	1
361	1
362	2
366	1
367	1
368	2
369	1
370	2
371	1
372	2
373	1
374	1
375	1
377	1
378	1
379	2
380	1
381	2
382	3
385	1
389	1
390	2
391	2
392	1
395	1
396	3
397	1
398	1
399	1
403	1
405	3
407	1
410	2
411	2
412	1
414	2
416	1
417	1
418	2
420	1
423	1
424	1
426	1
427	2
428	1
429	1
433	1
434	1
435	1
436	2
437	1
438	1
442	1
446	2
448	1
449	1
450	1
451	1
453	1
455	1
457	3
458	2
460	2
461	1
469	2
470	2
472	1
476	1
477	1
479	1
481	1
482	2
487	1
488	1
498	1
499	2
501	1
506	2
507	1
509	1
510	1
512	1
520	1
522	4
523	1
526	1
529	1
535	1
537	1
539	1
543	1
544	1
555	1
559	1
563	1
565	1
567	1
569	1
572	1
574	1
577	1
579	1
583	1
590	1
591	1
596	1
599	1
600	1
605	1
621	1
622	1
623	2
635	1
639	1
641	2
645	2
653	1
657	1
660	1
664	1
668	1
677	1
683	1
700	1
706	1
708	1
723	1
726	1
739	1
750	1
759	1
767	1
770	1
774	1
819	1
820	1
822	1
833	1
838	1
857	1
858	1
865	1
874	1
882	1
893	1
896	1
905	1
926	1
939	1
956	1
969	1
982	1
987	1
