1	1081841
2	51166
3	11595
4	4413
5	1985
6	1021
7	598
8	342
9	173
10	109
11	72
12	48
13	27
14	20
15	11
16	11
17	12
18	6
19	4
20	1
21	3
22	1
23	5
25	3
26	2
27	2
28	1
29	1
31	1
36	2
41	1
42	1
43	2
48	1
50	1
53	1
91	1
