Dataset	CF	GCF	W3	STM	EFM	GEFM	SAR
#=====================
Phoenix	0.0360146125811635	0.044223196759277	0.0478906645372083	0.00759865724624131	0.0458635589169738	0.0471984014087442	0.0670270913454674
Singapore	0.0251588587435776	0.0351642762104672	0.0250823695151185	0.0089013535546413	0.0251130690396663	0.0252469433192354	0.0453694466944749
