10	20	15208317.9555652
20	20	15227813.9575869
30	20	15248181.7117902
40	20	15244643.9486165
50	20	15253820.9095189

10	40	15198150.2906851
20	40	15225860.4554223
30	40	15238245.3647378
40	40	15256180.2352401
50	40	15249681.5131553

10	80	15239863.9265173
20	80	15218348.6788445
30	80	15265146.0897669
40	80	15226940.3864075
50	80	15242688.0658163

10	100	15230417.6537076
20	100	15415268.2701619
30	100	15247257.0829502
40	100	15242865.9325658
50	100	15290591.5762476

