Metrics	CF	GCF	W3	STM	EFM	GEFM	SAR
#=====================
Recall@5	0.00557587650444793	0.00700444793301936	0.01088888889	0.000227272727272727	0.00949154813440528	0.00949154813440528	0.013952380952381
Recall@10	0.0144293345543346	0.0215721916971917	0.0145035044320759	0.000227272727272727	0.0145458826887398	0.0156173112601684	0.0295873015873016
