Metrics	CF	GCF	W3	STM	EFM	GEFM	SAR
#=====================
Precision@5	0.012765104036099	0.014449736776134	0.0147328881469116	0.0011598685482312	0.0157127835361269	0.0163424904752351	0.0228594345297766
Precision@10	0.0108398094760588	0.012148408122336	0.0112687813021701	0.0010632128358786	0.012618296529968	0.0130188490074188	0.0177260878283543
