Metrics	CF	GCF	W3	STM	EFM	GEFM	SAR
#=====================
Recall@5	0.00419922925375941	0.00423152482280734	0.00321205468692681	6.34149301886871E-05	0.00214088563767904	0.00271454863826973	0.0133863617630944
Recall@10	0.00970539056804865	0.0102113544831328	0.00491436939117115	0.000223549064702195	0.0041237252922177	0.00446451339945858	0.0223089168981463
