Metrics	CF	GCF	W3	STM	EFM	GEFM	SAR
#=====================
Recall@5	0.0402292197267886	0.0402292197267886	0.0305915721231767	0.00374797406807131	0.039708265802269	0.0420043219881145	0.0579956780118855
Recall@10	0.0703615806127962	0.0699563942270587	0.0890194489465154	0.0124594813614263	0.0637088060507834	0.0633036196650459	0.089980319518407
