Metrics	CF	GCF	W3	STM	EFM	GEFM	SAR
#=====================
Recall@5	0.0436586850649351	0.0595993416305916	0.0458678270713932	0.0191221208170361	0.0369126533189033	0.0369126533189033	0.0696056547619048
Recall@10	0.0670804022366522	0.0902811598124098	0.0851889195499894	0.0297696653628857	0.0711704094516595	0.072496167027417	0.1146994498557
