Metrics	CF	GCF	W3	STM	EFM	GEFM	SAR
#=====================
Precision@5	0.00940032414910858	0.00940032414910858	0.00761750405186386	0.000972447325769854	0.0105348460291734	0.0111831442463533	0.0153970826580227
Precision@10	0.0092382495948136	0.00915721231766611	0.0110210696920583	0.00145867098865478	0.00867098865478118	0.0085899513776337	0.0117504051863857
