Model,,,,
BT(ROC),0.80 ,-4.11 ,-1.66 ,-3.28
BT(COPA),3.40 ,-1.00 ,5.87 ,1.20
BT(ARCT),6.46 ,2.70 ,0.30 ,-2.63
BT(RECLOR),-0.47 ,-6.93 ,-3.80 ,-4.67
XL(ROC),-0.23 ,-8.11 ,-1.43 ,-5.40
XL(COPA),0.20 ,2.07 ,1.47 ,1.07
XL(ARCT),-0.37 ,-6.45 ,-3.68 ,-6.98
XL(RECLOR),0.60 ,-5.60 ,0.80 ,-3.13
RB(ROC),-1.60 ,-3.51 ,-4.95 ,-2.88
RB(COPA),0.13 ,-3.00 ,-5.93 ,-2.93
RB(ARCT),1.35 ,-2.63 ,-5.71 ,-4.73
RB(RECLOR),5.40 ,1.27 ,3.93 ,0.93
