10 0.6
20 0.5
30 0.433333333333
40 0.45
50 0.48
60 0.483333333333
70 0.471428571429
80 0.4875
90 0.522222222222
100 0.53
110 0.527272727273
120 0.516666666667
130 0.530769230769
140 0.528571428571
150 0.533333333333
160 0.53125
170 0.529411764706
180 0.544444444444


10 0.7
20 0.75
30 0.666666666667
40 0.675
50 0.64
60 0.633333333333
70 0.6
80 0.6
90 0.577777777778
100 0.56
110 0.536363636364
120 0.541666666667
130 0.530769230769
140 0.528571428571
150 0.526666666667
160 0.53125
170 0.529411764706
180 0.511111111111


10 0.8
20 0.75
30 0.6
40 0.575
50 0.6
60 0.533333333333
70 0.542857142857
80 0.5625
90 0.566666666667
100 0.56
110 0.563636363636
120 0.55
130 0.569230769231
140 0.564285714286
150 0.533333333333
160 0.5375
170 0.535294117647
180 0.544444444444
