10 0.0655737704918
20 0.103626943005
30 0.128078817734
40 0.169014084507
50 0.215246636771
60 0.248927038627
70 0.271604938272
80 0.308300395257
90 0.357414448669
100 0.388278388278
110 0.409893992933
120 0.423208191126
130 0.455445544554
140 0.472843450479
150 0.495356037152
160 0.510510510511
170 0.524781341108
180 0.555240793201


10 0.0765027322404
20 0.155440414508
30 0.197044334975
40 0.253521126761
50 0.286995515695
60 0.326180257511
70 0.345679012346
80 0.379446640316
90 0.395437262357
100 0.410256410256
110 0.416961130742
120 0.443686006826
130 0.455445544554
140 0.472843450479
150 0.489164086687
160 0.510510510511
170 0.524781341108
180 0.521246458924


10 0.0874316939891
20 0.155440414508
30 0.177339901478
40 0.215962441315
50 0.269058295964
60 0.274678111588
70 0.312757201646
80 0.355731225296
90 0.38783269962
100 0.410256410256
110 0.43816254417
120 0.450511945392
130 0.488448844884
140 0.504792332268
150 0.495356037152
160 0.516516516517
170 0.530612244898
180 0.555240793201
