Art	2.212804718	2.153578091	4.087189788	2.213965794	3.991927323
College	2.533010287	2.525788725	4.10058683	2.495977604	4.010931853
Food	1.783390149	1.72329757	4.084659171	1.859635526	3.988707433
Night	2.139062464	2.101422218	4.087013961	2.072762964	3.991356454
Outdoor	2.051357242	1.859738534	4.090479805	2.113645552	3.997258094
Professional	2.405657986	2.363338899	4.09266201	2.40096214	3.998716947
Residence	2.334763134	2.297188445	4.085968875	2.312514214	3.994152544
Shop	2.054037499	1.992712623	4.08763365	1.968860942	3.991932906
Travel	2.376225441	2.356758632	4.088922052	2.357081431	3.990695516
