10 0.0346820809249
20 0.0578034682081
30 0.0751445086705
40 0.104046242775
50 0.138728323699
60 0.167630057803
70 0.190751445087
80 0.225433526012
90 0.271676300578
100 0.306358381503
110 0.335260115607
120 0.35838150289
130 0.398843930636
140 0.42774566474
150 0.462427745665
160 0.491329479769
170 0.520231213873
180 0.566473988439


10 0.0404624277457
20 0.0867052023121
30 0.115606936416
40 0.156069364162
50 0.184971098266
60 0.219653179191
70 0.242774566474
80 0.277456647399
90 0.300578034682
100 0.323699421965
110 0.341040462428
120 0.375722543353
130 0.398843930636
140 0.42774566474
150 0.456647398844
160 0.491329479769
170 0.520231213873
180 0.531791907514


10 0.0462427745665
20 0.0867052023121
30 0.104046242775
40 0.132947976879
50 0.173410404624
60 0.184971098266
70 0.219653179191
80 0.260115606936
90 0.294797687861
100 0.323699421965
110 0.35838150289
120 0.381502890173
130 0.42774566474
140 0.456647398844
150 0.462427745665
160 0.49710982659
170 0.526011560694
180 0.566473988439

