119	0.06175
875	3.415
876	2.25325
1164	3.12925
1165	3.0955
1192	3.37475
1193	3.3625
1361	3.4315
1569	4.04325
1570	4.05825
1750	4.26575
208	0.03675
1751	4.23425
1812	4.64975
1813	11.673
1972	4.7265
1973	4.68975
2052	18.3855
2053	4.77175
2143	5.1055
2144	6.03425
2252	5.17775
209	0.0445
2253	6.7875
2626	10.27425
2627	7.009
2950	8.609
2951	7.21825
3210	7.45775
3211	9.96275
3315	9.7655
3316	8.511
3602	7.255
382	0.0625
3603	10.859
3732	7.34575
3733	8.21675
3965	7.35925
3966	12.90975
4194	9.3535
4359	9.3435
4697	9.59725
4698	8.4355
4934	10.43825
383	0.06975
4935	11.3135
5001	10.02525
5002	14.751
5042	10.247
582	1.31825
583	1.35375
796	1.7445
797	1.75075
37	0.00375
94	0.0325
234	0.1045
477	0.37575
571	6.12475
927	6.7315
1076	7.3615
1244	8.061
1341	6.078
41	0.0025
110	0.027
2188	14.556
178	0.02175
464	0.208
627	1.5175
898	3.453
1229	6.64275
1306	11.828
1608	10.7345
1936	9.78425
43	0.0085
119	0.02475
303	0.05
482	0.061
616	0.17225
941	0.3185
1008	0.636
1208	0.72875
1310	0.945
1446	0.99525
48	0.01125
122	0.0895
313	0.164
465	0.2645
566	0.2735
713	0.39525
935	0.67475
1120	0.68775
1264	1.5975
1446	1.53325
35	0.00675
102	0.015
783	0.23425
818	0.21825
851	0.22325
891	0.22725
922	0.22775
953	0.22925
982	0.23325
1000	0.233
1428	0.2655
1445	0.26825
315	0.037
1457	0.261
1474	0.296
1490	0.36625
1506	0.424
1522	0.516
1538	0.55025
1556	0.53425
1585	0.5565
1773	0.67475
2143	0.78325
351	0.10175
2319	3.3505
2364	0.83375
3072	3.11575
3194	3.87675
380	0.08025
421	0.11675
440	0.12425
460	0.1225
482	0.13
728	0.222
47	0.004
116	0.012
44	0.00325
117	0.00775
1956	0.15225
2114	0.1675
2303	0.2085
2529	0.2475
2852	0.25675
3147	0.29975
3435	0.321
3643	0.32675
3671	0.3255
3863	0.3725
363	0.03675
4052	0.3685
4286	0.40975
4403	0.437
4551	0.442
4691	0.459
4764	0.47225
497	0.0525
805	0.072
1160	0.0925
1234	0.09875
1271	0.09725
1421	0.10825
1679	0.12925
46	0.004
123	0.0175
2058	0.197
2310	0.21975
2440	0.226
2829	0.265
3003	0.279
3039	0.29075
3247	0.2945
3509	0.342
3778	0.344
3861	0.35725
345	0.0525
3991	0.3665
4132	0.377
461	0.06025
801	0.09975
1100	0.12375
1237	0.13425
1507	0.15675
1689	0.17025
1720	0.17775
45	0.0055
122	0.01175
1678	0.1355
1871	0.14775
2054	0.15825
2388	0.189
2582	0.20925
2890	0.2315
3110	0.2545
3131	0.26575
3468	0.28
3712	0.29725
319	0.0285
3969	0.315
4313	0.3375
4399	0.34225
4414	0.3395
4581	0.3535
4752	0.367
4893	0.38025
5086	0.4015
487	0.04325
632	0.05
924	0.06975
1176	0.09675
1337	0.107
1512	0.11925
1641	0.128
31	0.00225
107	0.0065
2102	0.20275
2316	0.2345
2453	0.24025
2546	0.26575
2741	0.293
2984	0.3075
3277	0.335
3635	0.35975
3879	0.4025
3899	0.4095
363	0.05575
3934	0.39925
3996	0.41425
4130	0.43175
4217	0.44125
4356	0.466
4697	0.47225
4883	0.48075
4999	0.5005
5306	0.53925
5483	1.78225
531	0.059
5667	0.598
5825	0.6205
764	0.0715
988	0.0875
1322	0.105
1619	0.125
1858	0.1825
1960	0.205
46	0.003
122	0.0125
1675	0.23175
1896	0.244
2041	0.27675
2213	0.2785
2370	0.3145
2386	0.304
2624	0.33925
2750	0.35025
2919	0.39425
3135	0.46525
341	0.04
3355	0.48575
514	0.056
777	0.12725
944	0.14175
1063	0.176
1212	0.2475
1235	0.2255
1422	0.4745
47	0.00275
123	0.02025
2130	0.223
2401	0.24175
2596	0.253
2850	0.28725
3003	0.2915
3137	0.304
3403	0.32575
3533	0.358
3672	0.37225
3823	0.385
124	0.0255
3975	0.38525
4253	0.411
4338	0.41175
4508	0.4295
252	0.02975
544	0.077
953	0.11475
1049	0.1295
1358	0.15575
1678	0.17625
1900	0.20675
38	0.002
99	0.01975
196	0.0355
561	0.19575
663	0.221
943	0.225
43	0.00275
114	0.01
2039	0.22875
2150	0.216
2228	0.23175
241	0.016
456	0.043
664	0.06
828	0.07625
1073	0.0975
1246	0.11325
1479	0.1575
1756	0.17975
52	0.00375
132	0.008
2419	0.2735
2611	0.302
2850	0.3205
2884	0.321
3260	0.34975
3609	0.376
3725	0.3795
503	0.09525
640	0.10325
799	0.12025
1112	0.1455
1442	0.18425
1716	0.21025
1733	0.21425
2011	0.2495
48	0.04
119	0.0515
1801	0.25375
1977	0.25925
2086	0.289
2254	0.3095
2328	0.33525
2491	0.35275
2625	0.377
2799	0.39375
3033	0.41875
3146	0.42425
324	0.0715
3346	0.5075
3358	0.5395
3549	0.5905
3772	0.61675
4013	0.62375
4163	0.63225
4298	0.64325
4539	0.68775
4818	0.709
4876	0.69825
553	0.10075
636	0.11725
831	0.13475
1071	0.17975
1310	0.19975
1548	0.2185
1787	0.2445
38	0.00325
107	0.048
1610	0.224
1747	0.248
1900	0.26
1985	0.2755
2124	0.28275
2344	0.30825
2369	0.3075
2600	0.316
2835	0.3645
2964	0.40925
374	0.1275
3130	0.50875
3381	0.625
3619	1.43075
3768	0.49925
3886	0.5175
527	0.137
739	0.15675
957	0.17325
1136	0.189
1166	0.198
1326	0.2055
1445	0.2145
32	0.003
90	0.00525
3055	0.31275
3078	0.309
3779	0.39725
405	0.04375
428	0.036
973	0.08325
990	0.0835
1676	0.138
1713	0.149
2320	0.226
2347	0.2335
38	0.0075
106	0.031
792	0.13525
793	0.1315
826	0.138
827	0.1345
1138	0.162
1139	0.16475
1346	0.17875
1347	0.18125
1465	0.1935
1693	0.21625
190	0.039
1965	0.25075
1966	0.2595
2079	0.26525
2118	0.28
2405	0.294
2406	0.2955
2509	0.30425
2760	0.324
2933	0.34325
2934	0.34525
191	0.039
3177	0.3575
3178	0.3535
3464	0.41
3465	0.39575
3545	0.41175
3618	0.4235
3820	0.454
3821	0.43725
3836	0.4395
3837	0.44275
383	0.081
3999	0.4685
4000	0.46575
4154	0.4785
4155	0.4785
4234	0.49875
384	0.08475
458	0.08
459	0.08
646	0.11775
647	0.12
