1	0.748117021	0.401117021	0.454054054	0.283851351
2	0.846712766	0.641117021	0.54872973	0.452027027
3	0.884340426	0.770117021	0.607013514	0.561527027
4	0.899904255	0.796117021	0.658256757	0.637027027
5	0.908404255	0.809617021	0.672837838	0.673527027
6	0.909404255	0.828680851	0.690337838	0.705027027
7	0.91637234	0.832180851	0.700837838	0.718027027
8	0.92187234	0.834680851	0.713837838	0.737432432
9	0.92587234	0.843180851	0.721513514	0.752608108
10	0.928404255	0.848180851	0.731013514	0.763608108
