CB	0.1938 	0.3112 	0.0972 
CF	0.8243 	0.9289 	0.8223 
CBCF	0.2509 	0.3730 	0.6039 
STAN	0.2407 	0.2921 	0.1064 
GRU4Rec	0.6949 	0.9771 	0.8578 
SASRec	0.8010 	0.9690 	0.8654 
SRGNN	0.4754 	0.6383 	0.4508 
SGNNHN	0.8059 	0.9467 	0.4514 
STAMP	0.5728 	0.8497 	0.7544 
whole	0.8279 	0.8358 	0.8617 

