CB	0.7000 	3.5450 	1.3206 
CF	9.2400 	11.0475 	2.4800 
CBCF	9.5650 	11.8450 	3.1500 
STAN	11.3000 	12.7250 	3.1200 
GRU4Rec	11.2000 	12.8000 	3.3800 
SASRec	12.0450 	14.0850 	3.5500 
SRGNN	11.5200 	12.8025 	3.3400 
SGNNHN	12.8513 	14.1410 	3.6641 
STAMP	12.8651 	14.3457 	3.7132 
whole	16.5821 	18.5217 	4.9532 
