10	0.6191	61.91	66.17	66.76   
30	0.6341	63.41	67.93	68.25
50	0.6376	63.76	69.11	68.36
70	0.6436	64.36	69.30	68.56
90	0.6436	64.36	69.32	68.70
100	0.647	64.7	69.74	68.84
