1	9737.878
2	6128.056
3	3687.655
4	2130.480
5	1164.102
6	598.382
7	312.334
8	152.063
9	85.614
10	49.869
11	27.598
12	12.905
13	6.845
14	3.798
15	1.953
16	1.013
17	0.708
18	0.440
19	0.277
20	0.287
21	0.176
22	0.106
23	0.099
24	70
25	52
26	52
27	35
28	39
29	14
30	18
31	16
32	19
33	12
34	12
35	9
36	11
37	11
38	8
39	6
41	4
42	3
43	2
45	8
46	1
48	2
